complaint_id,account_id,customer_id,complaint_type,description,severity,complaint_date,status
CMP-000213,803028240,CUST-0002969,Unusual Account Activity,Customer raised an identity verification concern.,CRITICAL,2023-07-20,UNDER_REVIEW
CMP-000214,8089F7FA0,CUST-0084626,Unauthorized Transfer,Customer reported an unexpected transfer.,CRITICAL,2024-06-09,OPEN
CMP-000215,80EC716B0,CUST-0100479,Identity Concern,Customer reported unusual transaction activity.,HIGH,2024-05-26,RESOLVED
CMP-000216,80F602420,CUST-0030954,Identity Concern,Customer raised an identity verification concern.,MEDIUM,2023-04-30,UNDER_REVIEW
CMP-000217,804747450,CUST-0069882,Suspicious Transaction,Customer reported an unexpected transfer.,HIGH,2024-09-14,OPEN
CMP-000218,80C958300,CUST-0066028,Identity Concern,Customer reported unusual transaction activity.,CRITICAL,2024-06-14,OPEN
CMP-000219,80BCBF5C0,CUST-0072862,Unauthorized Transfer,Customer raised an identity verification concern.,MEDIUM,2024-01-10,OPEN
CMP-000220,808D09AD0,CUST-0042403,Fraud Report,Potential fraudulent activity was reported.,CRITICAL,2023-04-26,RESOLVED
CMP-000221,80747E430,CUST-0066038,Fraud Report,Unusual account behaviour was reported.,CRITICAL,2022-03-24,UNDER_REVIEW
CMP-000222,805A84960,CUST-0050545,Identity Concern,Unusual account behaviour was reported.,LOW,2023-10-04,RESOLVED
CMP-000223,8000CE730,CUST-0072520,Unauthorized Transfer,Potential fraudulent activity was reported.,MEDIUM,2022-03-12,RESOLVED
CMP-000224,80025B860,CUST-0105058,Identity Concern,Customer reported unusual transaction activity.,LOW,2022-04-03,UNDER_REVIEW
CMP-000225,80233CCA0,CUST-0017991,Fraud Report,Customer reported unusual transaction activity.,LOW,2022-06-20,UNDER_REVIEW
CMP-000226,80C0EB3C0,CUST-0099857,Suspicious Transaction,Potential fraudulent activity was reported.,HIGH,2024-03-26,UNDER_REVIEW
CMP-000227,800D12500,CUST-0009221,Unauthorized Transfer,Customer reported an unexpected transfer.,CRITICAL,2023-03-18,RESOLVED
CMP-000228,8110CFDE0,CUST-0062629,Unauthorized Transfer,Customer reported an unexpected transfer.,MEDIUM,2023-11-30,OPEN
CMP-000229,80560C6C0,CUST-0056313,Identity Concern,Unusual account behaviour was reported.,MEDIUM,2023-09-17,UNDER_REVIEW
CMP-000230,801FBDC40,CUST-0049774,Unusual Account Activity,Customer reported an unexpected transfer.,MEDIUM,2024-07-23,UNDER_REVIEW
CMP-000231,80D5ACCA0,CUST-0109016,Fraud Report,Customer raised an identity verification concern.,HIGH,2023-10-16,RESOLVED
CMP-000232,8091F5280,CUST-0109167,Identity Concern,Potential fraudulent activity was reported.,MEDIUM,2022-01-10,OPEN
CMP-000233,808A816A0,CUST-0054213,Fraud Report,Unusual account behaviour was reported.,HIGH,2023-03-29,RESOLVED
CMP-000234,8006D88F0,CUST-0003290,Identity Concern,Potential fraudulent activity was reported.,CRITICAL,2024-09-12,UNDER_REVIEW
CMP-000235,812BCC5E0,CUST-0035729,Identity Concern,Customer raised an identity verification concern.,LOW,2022-07-23,OPEN
CMP-000236,8000A25E0,CUST-0031777,Unusual Account Activity,Potential fraudulent activity was reported.,HIGH,2023-01-26,RESOLVED
CMP-000237,812D0D580,CUST-0101825,Suspicious Transaction,Customer raised an identity verification concern.,HIGH,2022-10-30,OPEN
CMP-000238,814031AA1,CUST-0018413,Suspicious Transaction,Unusual account behaviour was reported.,CRITICAL,2023-08-03,UNDER_REVIEW
CMP-000239,80C308F10,CUST-0075182,Unauthorized Transfer,Unusual account behaviour was reported.,HIGH,2024-03-05,OPEN
CMP-000240,80E428EF0,CUST-0053747,Unauthorized Transfer,Unusual account behaviour was reported.,HIGH,2023-10-14,RESOLVED
CMP-000241,80BFDE790,CUST-0068102,Unauthorized Transfer,Customer reported unusual transaction activity.,LOW,2024-02-13,UNDER_REVIEW
CMP-000242,80DA10C00,CUST-0056865,Identity Concern,Customer reported unusual transaction activity.,HIGH,2024-03-18,RESOLVED
CMP-000243,8003CFE10,CUST-0074274,Suspicious Transaction,Potential fraudulent activity was reported.,HIGH,2022-05-15,RESOLVED
CMP-000244,80A3534E0,CUST-0077501,Unauthorized Transfer,Customer reported an unexpected transfer.,MEDIUM,2023-03-02,RESOLVED
CMP-000245,801405600,CUST-0072511,Fraud Report,Unusual account behaviour was reported.,HIGH,2024-06-16,OPEN
CMP-000246,8075526D0,CUST-0017820,Identity Concern,Potential fraudulent activity was reported.,HIGH,2022-09-21,OPEN
CMP-000247,806F24610,CUST-0034036,Suspicious Transaction,Customer reported an unexpected transfer.,MEDIUM,2023-04-25,RESOLVED
CMP-000248,8013A87E0,CUST-0006063,Identity Concern,Unusual account behaviour was reported.,HIGH,2024-01-12,OPEN
CMP-000249,80BDA0FB0,CUST-0076930,Identity Concern,Customer reported unusual transaction activity.,HIGH,2024-03-20,RESOLVED
CMP-000250,80AD47F20,CUST-0095632,Identity Concern,Potential fraudulent activity was reported.,HIGH,2022-05-07,RESOLVED
CMP-000251,801C0D550,CUST-0051060,Fraud Report,Customer reported unusual transaction activity.,MEDIUM,2023-01-26,UNDER_REVIEW
CMP-000252,80DDFD3D0,CUST-0011134,Unusual Account Activity,Unusual account behaviour was reported.,HIGH,2022-01-26,RESOLVED
CMP-000253,80C9AFD00,CUST-0012384,Suspicious Transaction,Customer raised an identity verification concern.,HIGH,2022-08-15,RESOLVED
CMP-000254,813DD1FD1,CUST-0101363,Suspicious Transaction,Customer reported an unexpected transfer.,LOW,2023-02-23,OPEN
CMP-000255,80CC595E0,CUST-0103601,Identity Concern,Customer reported unusual transaction activity.,LOW,2022-11-08,OPEN
CMP-000256,80364AB80,CUST-0116477,Unusual Account Activity,Customer reported an unexpected transfer.,CRITICAL,2024-06-27,UNDER_REVIEW
CMP-000257,80E2412E0,CUST-0044118,Unusual Account Activity,Customer raised an identity verification concern.,MEDIUM,2023-01-15,UNDER_REVIEW
CMP-000258,807F44AC0,CUST-0112769,Suspicious Transaction,Customer raised an identity verification concern.,CRITICAL,2023-11-02,UNDER_REVIEW
CMP-000259,80AD0E740,CUST-0016276,Fraud Report,Customer reported an unexpected transfer.,CRITICAL,2022-02-03,UNDER_REVIEW
CMP-000260,801F32ED0,CUST-0111785,Unauthorized Transfer,Potential fraudulent activity was reported.,LOW,2024-08-31,RESOLVED
CMP-000261,81376FD11,CUST-0108412,Unusual Account Activity,Potential fraudulent activity was reported.,LOW,2023-01-12,UNDER_REVIEW
CMP-000262,801E52D60,CUST-0028355,Unauthorized Transfer,Customer reported unusual transaction activity.,CRITICAL,2022-10-10,OPEN
CMP-000263,8049CBE30,CUST-0070243,Unauthorized Transfer,Unusual account behaviour was reported.,LOW,2023-11-10,OPEN
CMP-000264,81420DDC1,CUST-0013167,Fraud Report,Customer reported an unexpected transfer.,MEDIUM,2024-03-16,RESOLVED
CMP-000265,805314C00,CUST-0106537,Suspicious Transaction,Unusual account behaviour was reported.,MEDIUM,2022-07-30,RESOLVED
CMP-000266,803830160,CUST-0045172,Unauthorized Transfer,Potential fraudulent activity was reported.,MEDIUM,2022-08-10,RESOLVED
CMP-000267,807AA8400,CUST-0081823,Fraud Report,Customer reported an unexpected transfer.,MEDIUM,2022-01-03,RESOLVED
CMP-000268,80979D910,CUST-0030126,Unauthorized Transfer,Customer reported unusual transaction activity.,LOW,2022-09-14,OPEN
CMP-000269,812075760,CUST-0065699,Fraud Report,Customer reported an unexpected transfer.,HIGH,2022-01-16,OPEN
CMP-000270,802155860,CUST-0079349,Fraud Report,Customer reported unusual transaction activity.,MEDIUM,2022-06-28,RESOLVED
CMP-000271,80CBC3DD0,CUST-0110951,Unusual Account Activity,Customer reported unusual transaction activity.,LOW,2023-03-08,UNDER_REVIEW
CMP-000272,8095983C0,CUST-0028343,Fraud Report,Unusual account behaviour was reported.,LOW,2023-04-05,UNDER_REVIEW
CMP-000273,809918770,CUST-0011044,Unauthorized Transfer,Unusual account behaviour was reported.,LOW,2023-05-31,RESOLVED
CMP-000274,804CED2E0,CUST-0113326,Unusual Account Activity,Potential fraudulent activity was reported.,CRITICAL,2024-03-13,RESOLVED
CMP-000275,804207050,CUST-0012854,Suspicious Transaction,Customer reported unusual transaction activity.,CRITICAL,2024-09-14,UNDER_REVIEW
CMP-000276,803169410,CUST-0019671,Suspicious Transaction,Customer raised an identity verification concern.,CRITICAL,2023-03-13,OPEN
CMP-000277,80136BDB0,CUST-0063238,Suspicious Transaction,Potential fraudulent activity was reported.,MEDIUM,2024-07-09,OPEN
CMP-000278,8092DF450,CUST-0099164,Fraud Report,Unusual account behaviour was reported.,HIGH,2022-05-10,UNDER_REVIEW
CMP-000279,807873E40,CUST-0090651,Unusual Account Activity,Potential fraudulent activity was reported.,CRITICAL,2023-09-04,RESOLVED
CMP-000280,8148345A0,CUST-0062229,Identity Concern,Customer reported unusual transaction activity.,LOW,2023-09-12,RESOLVED
CMP-000281,8139995A0,CUST-0054180,Unusual Account Activity,Customer reported an unexpected transfer.,CRITICAL,2023-10-29,UNDER_REVIEW
CMP-000282,8088A7270,CUST-0059949,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2024-06-28,UNDER_REVIEW
CMP-000283,809189BA0,CUST-0014766,Identity Concern,Customer reported unusual transaction activity.,HIGH,2023-02-13,UNDER_REVIEW
CMP-000284,80FCF1320,CUST-0099687,Fraud Report,Potential fraudulent activity was reported.,MEDIUM,2022-11-17,RESOLVED
CMP-000285,814329C41,CUST-0039328,Identity Concern,Customer reported unusual transaction activity.,LOW,2024-08-03,OPEN
CMP-000286,8098E3B60,CUST-0101793,Identity Concern,Customer reported unusual transaction activity.,HIGH,2022-04-06,OPEN
CMP-000287,813FD7670,CUST-0007216,Suspicious Transaction,Unusual account behaviour was reported.,HIGH,2023-07-24,RESOLVED
CMP-000288,80EE86540,CUST-0006701,Identity Concern,Potential fraudulent activity was reported.,CRITICAL,2022-05-06,RESOLVED
CMP-000289,8130426C0,CUST-0031072,Fraud Report,Unusual account behaviour was reported.,HIGH,2022-02-22,UNDER_REVIEW
CMP-000290,80DDD2840,CUST-0076612,Unusual Account Activity,Unusual account behaviour was reported.,MEDIUM,2022-04-17,OPEN
CMP-000291,80DF169B0,CUST-0088447,Identity Concern,Customer reported an unexpected transfer.,LOW,2023-11-04,UNDER_REVIEW
CMP-000292,8121D1FD0,CUST-0045868,Unusual Account Activity,Potential fraudulent activity was reported.,LOW,2024-05-15,UNDER_REVIEW
CMP-000293,806948EF0,CUST-0116095,Unauthorized Transfer,Customer raised an identity verification concern.,LOW,2023-08-11,RESOLVED
CMP-000294,800CA77E0,CUST-0009162,Fraud Report,Customer reported unusual transaction activity.,MEDIUM,2024-08-09,UNDER_REVIEW
CMP-000295,80052FDC0,CUST-0044348,Fraud Report,Potential fraudulent activity was reported.,HIGH,2023-12-21,OPEN
CMP-000296,80210D250,CUST-0033295,Unauthorized Transfer,Unusual account behaviour was reported.,CRITICAL,2022-07-05,OPEN
CMP-000297,80ADD8780,CUST-0014935,Suspicious Transaction,Customer reported unusual transaction activity.,MEDIUM,2022-05-26,UNDER_REVIEW
CMP-000298,808BCCE10,CUST-0077553,Identity Concern,Potential fraudulent activity was reported.,MEDIUM,2023-03-06,UNDER_REVIEW
CMP-000299,80365AED0,CUST-0108783,Fraud Report,Unusual account behaviour was reported.,LOW,2022-11-16,OPEN
CMP-000300,810691620,CUST-0037975,Unauthorized Transfer,Unusual account behaviour was reported.,LOW,2022-06-09,RESOLVED
CMP-000301,804F07410,CUST-0014392,Fraud Report,Customer raised an identity verification concern.,CRITICAL,2022-03-25,UNDER_REVIEW
CMP-000302,81021AC60,CUST-0024991,Identity Concern,Customer raised an identity verification concern.,HIGH,2023-09-14,OPEN
CMP-000303,8105EE4E0,CUST-0077087,Unusual Account Activity,Customer reported unusual transaction activity.,HIGH,2024-02-13,UNDER_REVIEW
CMP-000304,805FE2F90,CUST-0053600,Fraud Report,Unusual account behaviour was reported.,CRITICAL,2022-04-24,RESOLVED
CMP-000305,80F2C6B70,CUST-0064999,Fraud Report,Customer reported unusual transaction activity.,MEDIUM,2023-11-15,UNDER_REVIEW
CMP-000306,8067C5720,CUST-0047810,Suspicious Transaction,Customer reported unusual transaction activity.,MEDIUM,2023-09-06,UNDER_REVIEW
CMP-000307,8148AD851,CUST-0014778,Unauthorized Transfer,Customer reported an unexpected transfer.,HIGH,2024-08-26,UNDER_REVIEW
CMP-000308,809D78430,CUST-0029041,Suspicious Transaction,Customer reported unusual transaction activity.,CRITICAL,2022-12-02,RESOLVED
CMP-000309,80EA10140,CUST-0018356,Unauthorized Transfer,Customer reported an unexpected transfer.,CRITICAL,2023-03-17,RESOLVED
CMP-000310,811A64F10,CUST-0096010,Unauthorized Transfer,Unusual account behaviour was reported.,HIGH,2023-12-22,OPEN
CMP-000311,80E15A5D0,CUST-0107000,Suspicious Transaction,Customer raised an identity verification concern.,LOW,2023-02-11,UNDER_REVIEW
CMP-000312,801F0C180,CUST-0063845,Suspicious Transaction,Potential fraudulent activity was reported.,CRITICAL,2024-08-01,RESOLVED
CMP-000313,80FD3E690,CUST-0052867,Identity Concern,Potential fraudulent activity was reported.,LOW,2023-02-19,UNDER_REVIEW
CMP-000314,804091D10,CUST-0089989,Fraud Report,Customer reported an unexpected transfer.,CRITICAL,2022-01-22,RESOLVED
CMP-000315,8132713D0,CUST-0100202,Fraud Report,Customer reported unusual transaction activity.,CRITICAL,2024-07-30,OPEN
CMP-000316,807265E00,CUST-0094702,Identity Concern,Unusual account behaviour was reported.,CRITICAL,2022-09-07,RESOLVED
CMP-000317,810A879F0,CUST-0000867,Identity Concern,Potential fraudulent activity was reported.,HIGH,2022-03-22,OPEN
CMP-000318,80023F590,CUST-0059670,Unauthorized Transfer,Customer reported unusual transaction activity.,LOW,2022-12-08,RESOLVED
CMP-000319,808F46460,CUST-0046551,Unauthorized Transfer,Potential fraudulent activity was reported.,HIGH,2023-06-07,RESOLVED
CMP-000320,80ECD09E0,CUST-0093829,Unauthorized Transfer,Customer reported an unexpected transfer.,LOW,2024-09-08,OPEN
CMP-000321,809C04C50,CUST-0012932,Unauthorized Transfer,Customer reported an unexpected transfer.,MEDIUM,2022-09-20,RESOLVED
CMP-000322,80A1F3070,CUST-0035760,Unauthorized Transfer,Customer raised an identity verification concern.,CRITICAL,2022-03-19,RESOLVED
CMP-000323,811DC2FE0,CUST-0063550,Unusual Account Activity,Customer raised an identity verification concern.,HIGH,2024-02-18,RESOLVED
CMP-000324,81104B680,CUST-0043830,Unauthorized Transfer,Customer raised an identity verification concern.,LOW,2022-11-20,UNDER_REVIEW
CMP-000325,800441340,CUST-0103833,Fraud Report,Potential fraudulent activity was reported.,LOW,2023-03-29,UNDER_REVIEW
CMP-000326,8143B1220,CUST-0103383,Suspicious Transaction,Potential fraudulent activity was reported.,CRITICAL,2023-06-04,UNDER_REVIEW
CMP-000327,80E52AE60,CUST-0083351,Suspicious Transaction,Potential fraudulent activity was reported.,HIGH,2022-02-08,OPEN
CMP-000328,80DC60CE0,CUST-0032990,Suspicious Transaction,Unusual account behaviour was reported.,CRITICAL,2023-10-23,UNDER_REVIEW
CMP-000329,8030D9A40,CUST-0001750,Unusual Account Activity,Customer reported unusual transaction activity.,CRITICAL,2023-08-18,RESOLVED
CMP-000330,801FE6350,CUST-0060454,Unauthorized Transfer,Potential fraudulent activity was reported.,CRITICAL,2023-10-30,RESOLVED
CMP-000331,8052CEEE0,CUST-0057439,Suspicious Transaction,Customer raised an identity verification concern.,LOW,2022-06-04,UNDER_REVIEW
CMP-000332,807780B70,CUST-0106924,Suspicious Transaction,Unusual account behaviour was reported.,MEDIUM,2024-01-02,OPEN
CMP-000333,80C256B50,CUST-0022521,Identity Concern,Customer raised an identity verification concern.,MEDIUM,2022-09-11,UNDER_REVIEW
CMP-000334,80EC035A0,CUST-0038619,Fraud Report,Customer raised an identity verification concern.,CRITICAL,2023-01-17,UNDER_REVIEW
CMP-000335,800C365B1,CUST-0060167,Unusual Account Activity,Customer reported unusual transaction activity.,HIGH,2023-11-27,OPEN
CMP-000336,800C93BF0,CUST-0029870,Suspicious Transaction,Unusual account behaviour was reported.,CRITICAL,2022-12-04,UNDER_REVIEW
CMP-000337,803CF7240,CUST-0005174,Unusual Account Activity,Customer reported an unexpected transfer.,HIGH,2022-09-16,OPEN
CMP-000338,803B7F6E0,CUST-0100646,Unauthorized Transfer,Potential fraudulent activity was reported.,HIGH,2023-08-20,RESOLVED
CMP-000339,8068565A0,CUST-0063261,Identity Concern,Customer reported an unexpected transfer.,LOW,2023-12-17,UNDER_REVIEW
CMP-000340,80EAC0010,CUST-0096436,Identity Concern,Potential fraudulent activity was reported.,MEDIUM,2023-07-27,RESOLVED
CMP-000341,804C6A7C0,CUST-0079758,Unusual Account Activity,Customer reported unusual transaction activity.,CRITICAL,2023-12-21,RESOLVED
CMP-000342,814927791,CUST-0029452,Suspicious Transaction,Potential fraudulent activity was reported.,HIGH,2023-01-06,OPEN
CMP-000343,800692E50,CUST-0017568,Unauthorized Transfer,Potential fraudulent activity was reported.,CRITICAL,2024-08-31,OPEN
CMP-000344,806201DB0,CUST-0008441,Unauthorized Transfer,Customer reported an unexpected transfer.,LOW,2022-08-20,UNDER_REVIEW
CMP-000345,80F533AD0,CUST-0105718,Suspicious Transaction,Unusual account behaviour was reported.,LOW,2024-05-14,RESOLVED
CMP-000346,808E3E8E0,CUST-0085159,Unusual Account Activity,Customer reported an unexpected transfer.,CRITICAL,2022-12-11,OPEN
CMP-000347,804D9B0A0,CUST-0076477,Unauthorized Transfer,Unusual account behaviour was reported.,MEDIUM,2022-06-16,RESOLVED
CMP-000348,80F3CB3D0,CUST-0065475,Suspicious Transaction,Customer raised an identity verification concern.,HIGH,2023-03-25,RESOLVED
CMP-000349,8017DFBD0,CUST-0060959,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2024-01-07,RESOLVED
CMP-000350,811C37470,CUST-0080031,Identity Concern,Customer reported an unexpected transfer.,MEDIUM,2024-03-13,UNDER_REVIEW
CMP-000351,813C78521,CUST-0114954,Identity Concern,Customer reported an unexpected transfer.,HIGH,2024-09-15,RESOLVED
CMP-000352,806FA9C10,CUST-0038778,Unusual Account Activity,Customer raised an identity verification concern.,CRITICAL,2024-08-27,UNDER_REVIEW
CMP-000353,8041546B0,CUST-0020335,Identity Concern,Unusual account behaviour was reported.,CRITICAL,2024-03-07,OPEN
CMP-000354,805E5F970,CUST-0003913,Unauthorized Transfer,Unusual account behaviour was reported.,MEDIUM,2024-04-16,UNDER_REVIEW
CMP-000355,810C58380,CUST-0021422,Identity Concern,Potential fraudulent activity was reported.,LOW,2022-02-23,RESOLVED
CMP-000356,80A867D30,CUST-0096649,Unusual Account Activity,Customer reported unusual transaction activity.,HIGH,2024-05-16,OPEN
CMP-000357,809572DF0,CUST-0106452,Unauthorized Transfer,Potential fraudulent activity was reported.,CRITICAL,2024-02-21,RESOLVED
CMP-000358,80C5E74E0,CUST-0096304,Identity Concern,Customer reported unusual transaction activity.,MEDIUM,2022-05-31,UNDER_REVIEW
CMP-000359,80E4CB080,CUST-0067728,Fraud Report,Customer reported unusual transaction activity.,CRITICAL,2024-06-24,OPEN
